datetime,load,temp_avg,humidity,rain,area
2015-01-08 18:15:00,7930.517536,13.9,54.0,0.0,Area1
2015-01-08 18:30:00,8188.117216,13.9,54.0,0.0,Area1
2015-01-08 18:45:00,8483.752192,13.9,54.0,0.0,Area1
2015-01-08 19:00:00,8507.90032,13.9,54.0,0.0,Area1
2015-01-08 19:15:00,8541.687808,13.9,54.0,0.0,Area1
2015-01-08 19:30:00,8485.805344,13.9,54.0,0.0,Area1
2015-01-08 19:45:00,8394.382144,13.9,54.0,0.0,Area1
2015-01-08 20:00:00,8256.724384,13.9,54.0,0.0,Area1
2015-01-08 20:15:00,8261.310592,13.9,54.0,0.0,Area1
2015-01-08 20:30:00,8257.26064,13.9,54.0,0.0,Area1
2015-01-08 20:45:00,8204.833792,13.9,54.0,0.0,Area1
2015-01-08 21:00:00,8077.529728,13.9,54.0,0.0,Area1
2015-01-08 21:15:00,7980.267808,13.9,54.0,0.0,Area1
2015-01-08 21:30:00,7864.910272,13.9,54.0,0.0,Area1
2015-01-08 21:45:00,7667.371552,13.9,54.0,0.0,Area1
2015-01-08 22:00:00,7485.307648,13.9,54.0,0.0,Area1
2015-01-08 22:15:00,7297.870048,13.9,54.0,0.0,Area1
2015-01-08 22:30:00,7079.175136,13.9,54.0,0.0,Area1
2015-01-08 22:45:00,6840.44128,13.9,54.0,0.0,Area1
2015-01-08 23:00:00,6559.755136,13.9,54.0,0.0,Area1
2015-01-08 23:15:00,6256.046368,13.9,54.0,0.0,Area1
2015-01-08 23:30:00,6014.796256,13.9,54.0,0.0,Area1
2015-01-08 23:45:00,5735.793952,13.9,54.0,0.0,Area1
