datetime,load,temp_avg,humidity,rain,area
2015-01-09 20:30:00,8260.91872,14.0,53.0,0.0,Area1
2015-01-09 20:45:00,8194.02064,14.0,53.0,0.0,Area1
2015-01-09 21:00:00,8078.557216,14.0,53.0,0.0,Area1
2015-01-09 21:15:00,7949.823904,14.0,53.0,0.0,Area1
2015-01-09 21:30:00,7817.446528,14.0,53.0,0.0,Area1
2015-01-09 21:45:00,7688.154016,14.0,53.0,0.0,Area1
2015-01-09 22:00:00,7554.250048,14.0,53.0,0.0,Area1
2015-01-09 22:15:00,7364.233792,14.0,53.0,0.0,Area1
2015-01-09 22:30:00,7130.646208,14.0,53.0,0.0,Area1
2015-01-09 22:45:00,6898.136416,14.0,53.0,0.0,Area1
2015-01-09 23:00:00,6641.551552,14.0,53.0,0.0,Area1
2015-01-09 23:15:00,6338.756416,14.0,53.0,0.0,Area1
2015-01-09 23:30:00,6089.704864,14.0,53.0,0.0,Area1
2015-01-09 23:45:00,5824.877536,14.0,53.0,0.0,Area1
2015-01-10 00:00:00,5631.389728,15.4,54.0,0.0,Area1
2015-01-10 00:15:00,5528.06032,15.4,54.0,0.0,Area1
2015-01-10 00:30:00,5442.12064,15.4,54.0,0.0,Area1
2015-01-10 00:45:00,5385.9184,15.4,54.0,0.0,Area1
2015-01-10 01:00:00,5321.155936,15.4,54.0,0.0,Area1
2015-01-10 01:15:00,5270.527648,15.4,54.0,0.0,Area1
2015-01-10 01:30:00,5224.278016,15.4,54.0,0.0,Area1
2015-01-10 01:45:00,5181.90064,15.4,54.0,0.0,Area1
2015-01-10 02:00:00,5143.762144,15.4,54.0,0.0,Area1
2015-01-10 02:15:00,5088.694816,15.4,54.0,0.0,Area1
2015-01-10 02:30:00,5067.230272,15.4,54.0,0.0,Area1
2015-01-10 02:45:00,5022.781984,15.4,54.0,0.0,Area1
2015-01-10 03:00:00,4974.916096,15.4,54.0,0.0,Area1
2015-01-10 03:15:00,4956.964864,15.4,54.0,0.0,Area1
2015-01-10 03:30:00,4947.89968,15.4,54.0,0.0,Area1
2015-01-10 03:45:00,4926.202144,15.4,54.0,0.0,Area1
2015-01-10 04:00:00,4899.11824,15.4,54.0,0.0,Area1
2015-01-10 04:15:00,4874.247328,15.4,54.0,0.0,Area1
2015-01-10 04:30:00,4868.045344,15.4,54.0,0.0,Area1
2015-01-10 04:45:00,4842.149248,15.4,54.0,0.0,Area1
2015-01-10 05:00:00,4846.371232,15.4,54.0,0.0,Area1
2015-01-10 05:15:00,4855.224064,15.4,54.0,0.0,Area1
2015-01-10 05:30:00,4852.428448,15.4,54.0,0.0,Area1
2015-01-10 05:45:00,4884.26128,15.4,54.0,0.0,Area1
2015-01-10 06:00:00,4904.422144,15.4,54.0,0.0,Area1
2015-01-10 06:15:00,4990.912192,15.4,54.0,0.0,Area1
2015-01-10 06:30:00,5045.19904,15.4,54.0,0.0,Area1
2015-01-10 06:45:00,5119.22128,15.4,54.0,0.0,Area1
2015-01-10 07:00:00,5230.135936,15.4,54.0,0.0,Area1
2015-01-10 07:15:00,5480.853952,15.4,54.0,0.0,Area1
2015-01-10 07:30:00,5706.597856,15.4,54.0,0.0,Area1
2015-01-10 07:45:00,6045.734176,15.4,54.0,0.0,Area1
2015-01-10 08:00:00,6815.024704,15.4,54.0,0.0,Area1
2015-01-10 08:15:00,7701.912832,15.4,54.0,0.0,Area1
2015-01-10 08:30:00,8021.20192,15.4,54.0,0.0,Area1
2015-01-10 08:45:00,8240.405344,15.4,54.0,0.0,Area1
2015-01-10 09:00:00,8321.471872,15.4,54.0,0.0,Area1
2015-01-10 09:15:00,8437.574656,15.4,54.0,0.0,Area1
2015-01-10 09:30:00,8484.594016,15.4,54.0,0.0,Area1
2015-01-10 09:45:00,8586.792832,15.4,54.0,0.0,Area1
2015-01-10 10:00:00,8632.434016,15.4,54.0,0.0,Area1
2015-01-10 10:15:00,8663.163424,15.4,54.0,0.0,Area1
2015-01-10 10:30:00,8704.715296,15.4,54.0,0.0,Area1
2015-01-10 10:45:00,8762.988448,15.4,54.0,0.0,Area1
2015-01-10 11:00:00,8738.71936,15.4,54.0,0.0,Area1
2015-01-10 11:15:00,8721.49936,15.4,54.0,0.0,Area1
2015-01-10 11:30:00,8542.714336,15.4,54.0,0.0,Area1
2015-01-10 11:45:00,8145.932512,15.4,54.0,0.0,Area1
2015-01-10 12:00:00,7252.953952,15.4,54.0,0.0,Area1
2015-01-10 12:15:00,6502.676416,15.4,54.0,0.0,Area1
2015-01-10 12:30:00,6438.483424,15.4,54.0,0.0,Area1
2015-01-10 12:45:00,6415.946368,15.4,54.0,0.0,Area1
2015-01-10 13:00:00,6497.416576,15.4,54.0,0.0,Area1
2015-01-10 13:15:00,6621.574816,15.4,54.0,0.0,Area1
2015-01-10 13:30:00,7095.303904,15.4,54.0,0.0,Area1
2015-01-10 13:45:00,7887.513472,15.4,54.0,0.0,Area1
2015-01-10 14:00:00,8029.515616,15.4,54.0,0.0,Area1
2015-01-10 14:15:00,8171.731552,15.4,54.0,0.0,Area1
2015-01-10 14:30:00,8218.2616,15.4,54.0,0.0,Area1
2015-01-10 14:45:00,8208.094336,15.4,54.0,0.0,Area1
2015-01-10 15:00:00,8217.35968,15.4,54.0,0.0,Area1
2015-01-10 15:15:00,8264.708128,15.4,54.0,0.0,Area1
2015-01-10 15:30:00,8290.871872,15.4,54.0,0.0,Area1
2015-01-10 15:45:00,8335.891552,15.4,54.0,0.0,Area1
2015-01-10 16:00:00,8425.748128,15.4,54.0,0.0,Area1
2015-01-10 16:15:00,8449.868128,15.4,54.0,0.0,Area1
2015-01-10 16:30:00,8485.192192,15.4,54.0,0.0,Area1
2015-01-10 16:45:00,8490.870592,15.4,54.0,0.0,Area1
2015-01-10 17:00:00,8369.522464,15.4,54.0,0.0,Area1
2015-01-10 17:15:00,8207.01808,15.4,54.0,0.0,Area1
2015-01-10 17:30:00,7682.817376,15.4,54.0,0.0,Area1
2015-01-10 17:45:00,7346.733952,15.4,54.0,0.0,Area1
2015-01-10 18:00:00,7364.77984,15.4,54.0,0.0,Area1
2015-01-10 18:15:00,7542.87856,15.4,54.0,0.0,Area1
2015-01-10 18:30:00,7724.027488,15.4,54.0,0.0,Area1
2015-01-10 18:45:00,7884.244864,15.4,54.0,0.0,Area1
2015-01-10 19:00:00,7880.091232,15.4,54.0,0.0,Area1
2015-01-10 19:15:00,7879.057696,15.4,54.0,0.0,Area1
2015-01-10 19:30:00,7813.566208,15.4,54.0,0.0,Area1
2015-01-10 19:45:00,7717.493632,15.4,54.0,0.0,Area1
2015-01-10 20:00:00,7612.25968,15.4,54.0,0.0,Area1
2015-01-10 20:15:00,7591.667488,15.4,54.0,0.0,Area1
2015-01-10 20:30:00,7601.12128,15.4,54.0,0.0,Area1
2015-01-10 20:45:00,7537.01872,15.4,54.0,0.0,Area1
2015-01-10 21:00:00,7461.633952,15.4,54.0,0.0,Area1
2015-01-10 21:15:00,7374.175936,15.4,54.0,0.0,Area1
2015-01-10 21:30:00,7319.193472,15.4,54.0,0.0,Area1
2015-01-10 21:45:00,7201.670272,15.4,54.0,0.0,Area1
2015-01-10 22:00:00,7093.614016,15.4,54.0,0.0,Area1
2015-01-10 22:15:00,6932.553472,15.4,54.0,0.0,Area1
2015-01-10 22:30:00,6826.405984,15.4,54.0,0.0,Area1
2015-01-10 22:45:00,6624.788608,15.4,54.0,0.0,Area1
2015-01-10 23:00:00,6373.765024,15.4,54.0,0.0,Area1
2015-01-10 23:15:00,6104.408128,15.4,54.0,0.0,Area1
2015-01-10 23:30:00,5886.112672,15.4,54.0,0.0,Area1
2015-01-10 23:45:00,5663.836576,15.4,54.0,0.0,Area1
